tuit,pol
Tenemos que estar todos juntos. Unidos cambiaremos este gobierno. Tenemos que pensar en lo mejor para nuestro país. https://t.co/BcoBiChu16,P
"Es bueno que el Frente Amplio deje el poder, está cansado. Es bueno la alternancia. #ElPaisTV",N
RT @elpaistv: Empieza la entrevista de @Cybertario con @EdgardoNovick #ElPaisTV https://t.co/P7YWOZAm43 https://t.co/s71pakrnom,NONE
"Un día como hoy, hace 11 años atrás @LuisSuarez9 hacía su primer gol oficial 👇 https://t.co/qdIlWkrL0D",NONE
"RT @Mediosuru: .@EdgardoNovick ""Voy a seguir insistiendo en dialogar con la concertacion  @enperspectivauy",P
"RT @NicolasLussich: ""Como Seregni en 1970 con el @Frente_Amplio y como @mauriciomacri ahora en Argentina, hay que unirse políticamente"", di…",NEU
"RT @NicolasLussich: ""Martínez, reconoció q no puede gestionar en IMM, xo pidió perdón. Mujica tb debería pedir perdón x cómo dejó al país"",…",N
"RT @NicolasLussich: ""Veo q hay una oposición trabajando junta, p.e. en la Comisión Investigadora de ANCAP. Recibimos el impulso d la gente""…",P
En la recorrida de los barrios nos dicen continuamente que nos juntemos con blancos y colorados. #ElPaisTV,P
"Gracias al despilfarro del gobierno de Mujica, hoy pagamos la nafta más cara. #ElPaisTV",N
"RT @Mediosuru: .@EdgardoNovick ""Voy a buscar instancias de dialogo con la dirección de la concertación @enperspectivauy",P
"Mujica nos dejó con la peor educación de la historia, con la peor inseguridad y con empresas públicas fundidas. #ElPaisTV",N
"RT @NicolasLussich: ""Pasó la ola liberal y termina la ola progresista, con gobiernos en crisis en la región. Llega lo hora de otro cambio"",…",N
"RT @NicolasLussich: ""Hoy gobierna Mujica, y tranca mejoras en educación, y nos deja afuera de los mercados, del TISA..., trancando al País""…",N
LOS URUGUAYOS VOTARON A VÁZQUEZ PERO EL QUE MANDA ES MUJICA: https://t.co/BS2rFMHpKh https://t.co/dAjgkmJMS5,NEU
Mis conclusiones sobre Uber en Nueva York: https://t.co/MP9kj4965i https://t.co/eIcbx6bMmo,NONE
"Lo dijimos nosotros y ahora lo dice ADEOM. ""El Problema de Martínez es la GESTIÓN"". https://t.co/FrPnblcAji https://t.co/GPVPgf7B5H",N
Fue un honor y un orgullo sentirme partícipe de una reunión política de tan alto nivel: https://t.co/pKZjAOLboV https://t.co/3AJql3zOyb,P
Nada más lindo que ver a todo un país unido. ¡Sigamos así y vamos Uruguay!,P
"Mujica se preocupa por inestabilidad en Argentina con triunfo de @mauriciomacri , y defiende régimen fascista de Maduro. #vergüenza",N
"""Con la economía en auge varios políticos pensaron en hacer lo que más quieren: no irse del poder"" Fernando H Cardoso http://t.co/R35EpDdCyy",N
"¡Con garra, esfuerzo y a la uruguaya volvimos a ganar!
¡¡¡Vamo' arriba la Celeste!!! https://t.co/4qMUpCE6g1",P
"Esto NO ES de izquierda ni de derecha, debemos volver a inculcar en los niños y jóvenes la importancia del estudio y el VALOR del trabajo.",NEU
"El trabajo, que muchas veces lo hacemos con felicidad, nos permite hacer felices a nuestras FAMILIAS, que es lo más importante.",P
"Para ella es un negocio familiar. Son necesarios gobiernos con más gestión y transparencia.
https://t.co/3OJzIyxIJN https://t.co/lbAiKwCRLT",N
"Si yo fuera Mujica, le pediría perdón a los uruguayos y me callaría la boca: https://t.co/h1df4Wst0h https://t.co/VdXrpDT0Jp",N
"Basta de populismos que no ayudaron a los pobres.
Bienvenido el cambio en Latinoamérica
Bienvenida la gestión @mauriciomacri",P
La gente pide que nos juntemos para no tener de nuevo un presidente como Mujica: https://t.co/ylGS8mjcIE https://t.co/CTlUlDgjIA,NEU
"Ser indiferente y no meterse, es también tomar posición.  #NoAlTerrorismo #TodosSomosParis",NEU
Volviendo a recorrer y a seguir conociendo las necesidades de los vecinos del barrio Régulo. http://t.co/eyjnp7KjqE,NONE
Lo que proponemos es una coalición que ya inventó Liber Seregni cuando hizo el FA https://t.co/wnTvgwN3Xe https://t.co/t78I9TElOY,NONE
Mujica predica contra el estudio y el trabajo: http://t.co/ioR0TPDgqV http://t.co/finXxiZaMj,N
"MARTÍNEZ, NO QUEREMOS QUE TRANSFORMES LA INTENDENCIA EN OTRA ANCAP: https://t.co/JpujnK3c7e https://t.co/FdqfCq1sBM",N
"RT @NicolasLussich: ""La gente nos pide q nos juntemos: blancos, colorados, independientes y frenteamplistas desilusionados con el gobierno""…",N
"""Apatía es lo que hay en Cuba. No existe el hipnotismo ideológico. Raúl Castro no lo puede mantener"", @yoanisanchez https://t.co/xWMLWC7TtU",N
"RT @carve850: ""Quiero trabajar para que los uruguayos no tengan otro presidente como Mujica que dejó al país arruinado"" Dice Novick.-",N
Así Mujica con su prédica ANTIESTUDIO y ANTITRABAJO nos dejó la peor educación y la peor seguridad de la historia del Uruguay.,N
RT @CCuruguay: El caso de Philip Morris contra Uruguay mostró también lo peligrosas que son las cláusulas de propiedad intelectual en los T…,N
"La mitad de los niños de entre 4 y 11 años vive en el 20% de los hogares más pobres, lo cual sin duda limita sus oportunidades.",N
"RT @carve850: ""Bonomi debería renunciar, no está capacitado para dirigir la cartera de interior"" Señala Novick.-",N
"Más dinero no resolvió ni la división, ni la seguridad, ni la educación. Queda cada vez más claro que lo que se necesita es gestión.",N
"Mujica, deje de venderle humo a nuestros jóvenes. http://t.co/fEHK1i9Dk7",N
"Antes no había divisiones entre los que teníamos poco, normal o mucho. Con 10 años de crecimiento económico, estamos cada vez más divididos.",N
"RT @carve850: ""Hay que poner gente preparada en los entes como ANCAP, no personas que quieran hacer carrera politica"" Dice Novick.-",N
"Me hicieron test de alcoholemia. ""_Sople sin tocar la boquilla"" me dijo el gentil inspector, refiriéndose a la descartable que re-utilizaban",N
"RT @carve850: Al aire ahora en los estudios de @carve850 en la @ExpoPrado, Edgardo Novick, ex candidato a la IM de la Concertación. http://…",NONE
Ya me encuentro en @carve850. Los invito a sintonizar por: http://t.co/WDvKnJBctq http://t.co/xvr7poU5am,NONE
Los niños de asentamiento Los Sueños tienen ahora su placita de juegos http://t.co/G2wJxPnZuo,NONE
"Cuando se quiere, se puede. ¿En educación queremos? https://t.co/szw3fow1xV",P
"Con la prédica de Mujica, muchos jóvenes dejaron de estudiar y trabajar pero cuando la realidad pega y tuvieron hambre, salieron a robar.",N
Luis Enrique deja a @LuisSuarez9 en el banco de @FCBarcelona En @laoraldeportiva por @RafaaCastillo14 https://t.co/PHflia47oN,NONE
"Y como te digo una cosa. Ante la evidencia @jorgegandini debería simplemente decir la frase mágica de  nuestro prócer ""la chambonié"" y listo",N
"RT @pdasilve: La de hoy, sobre la debacle educativa y sus responsables: La pata y el lazo - https://t.co/Mn3wXGjAc8 via @elpaisuy",NONE
"Y si sos desarrollador de juegos de aprendizaje, podés postular tu juego. Bases del concurso: https://t.co/VPilo7NJ55",NONE
Realmente es una alegría participar de un evento que reunirá a mucha de la gente más valiosa de videojuego y educación en América Latina.,P
"LUIS: A 11 AÑOS DEL DEBUT EN LA RED
NOTA: || https://t.co/0PJWElU8G1 || @LuisSuarez9 https://t.co/ba4JWb2Rs5",NONE
RT @CodigoPais: Ya podés ver la entrevista completa a Fernando Filgueira y Juan Pedro Mir https://t.co/Iic5VCPZZE https://t.co/JMou86ISyA,NONE
RT @UrdaMx: Gracias @frascafrasca por apoyar Apúntense al concurso. Bases https://t.co/P7Z4s93UWY #RTedu #videojuegos #educación https://t.…,P
"""Empila"" de uruguayos q tuitean cualquier bolazo cayéndole a legislador x hacer lo mismo. No justifico pero ojo chicos con las 1as piedras..",N
VAMOARRIBALAFRANCE! #FRA,P
"El lucho conquistó a Sofía bailando esa canción, que gran historia de amor @LuisSuarez9",P
RT @janarhertz: Me pasa el dato @JMFVallo q según información de @fcomesana el ingreso per cáp en el 1er quintil es a lo sumo $10mil https:…,NONE
¿Sendic también es Director de la Guardia Republicana? https://t.co/TavpWbijmX,NONE
¡Qué injusticia! Con lo fácil que le sería a Messi patear bolsas de plata por encima del muro de un monasterio...,N
"Hace 11 años atras hizo su primer gol en el profesionalismo @LuisSuarez9 
#BuenSabado  #SabadoDeGanarSeguidore https://t.co/lVfIQHlCql",NONE
RT @steweater: Cuántos litros de mate se pueden tomar sin cambiar la yerba: una novela sobre uruguayos en el exterior.,NONE
Cameron y el Brexit https://t.co/zFICJkqH5N,NONE
Plinio el Viejo y el volcán,NONE
Acá va la lista de cosas que podés hacer offline en un Chromebook. https://t.co/kINgetWHl6,NONE
Aprender a ser otro para ser uno mismo https://t.co/QCPggwZHWm,NONE
Inteligencias https://t.co/x1gp4TmdKz,NONE
Sí he encontrado pequeños problemas frustrante que ni ahí me pasan con la Mac. Obviamente la Mac seguirá siendo mi 1a opción para laburar,N
Están de vuelta 😎😎😎 @neymarjr @LuisSuarez9 #Messi #MSN https://t.co/OpmxWGVWtQ,P
Yo sé que todo el mundo está hinchando por Islandia pero vamoarriba les Bleus! #FRA,P
Mi plan secreto es anexarnos al País Vasco. Casi que no tendríamos que cambiarnos el nombre: Urugaray,NONE
Mis dos controles remotos para presentaciones andan bien con el Chromebook. Uno es usb y el otro bluetooth.,NONE
Venezuela https://t.co/lwX2Vf43Vd,NONE
Esta escuela de Berlín se hartó de defraudar a sus alumnos https://t.co/Xw2u4XV2zT,NONE
1a semana usando Chromebook para trabajar y el balance es muy positivo.,P
"RT @Angelalerena: Una patota entró a @tiempoarg y destrozó la redacción. La Policía los dejó actuar. Gravísimo. 9.30hs, conferencia de pren…",N
#SerJovenNoEsDelito gracias @LuisSuarez9 por el apoyo y contagio de ilusión a todos los gurises del Uy #UruguayNomá https://t.co/EaOMucukjl,P
#FocaNews vuelve la #MSN al @FCBarcelona con #Messi y @neymarjr con nuevo look: ¿Por qué @LuisSuarez9 no se tiñe?,NONE
El que tenga dudas que @LuisSuarez9 es el mejor 9 del mundo que se mate y nazca de nuevo,NEU
Por cuanto tiempo? (@LuisSuarez9 y su cabello)... https://t.co/49c5nUXof5,NONE
#FocaNews tras 118 días mañana vuelve la #MSN al @FCBarcelona (@LuisSuarez9 único que mantiene su color de cabello). https://t.co/cWC7jEnzX3,NEU
Otra vez juntos. MSN azulgrana. El reencuentro de Messi; @LuisSuarez9 y @neymarjr https://t.co/ke7jzA55PF,NONE
Las apps Android andan bien en el Asus Chromebook Flip pero el sistema es demasiado inestable y volví a instalar el OS normal. Esperar...,N
Disfrute los #JuegosOlimpicosRio2016 y los partidos de @SoyCelestee por @AntelDeTodos lástima que no pasen también los #JuegosParalimpicos,N
RT @el_pais: En México el Supremo rechaza avalar el derecho de las mujeres a interrumpir su embarazo https://t.co/lHdqZLN4DB,NONE
Va a tardar tanto en terminarse como el Sodre? Alguien sabe? https://t.co/TdiVHxsPJe,NONE
"RT @perezanalaura: Muy buena nota, me quedo pensando si ahora no tendremos que verlo como un archivo más que una Biblioteca Nacional https:…",P
RT @_UYCheck: Carolina Cosse: [ANCAP] “las pérdidas de 2015 serían 50:” ¿Fue así? #ConElDiarioDelLunes → https://t.co/XfOVApQcaw https://t.…,NONE
"Mente abierta para nuevas ideas, vengan de donde vengan https://t.co/jEVdr9g0TA",P
"Cada palabra es un pedacito del mundo que nos cabe entre los labios. Hablando nos lo llevamos a la boca, destrozadito, para poder saborearlo",NONE
"Feliz fin de semana. Traten de mirar una de ladrones de bancos, de capa y espada o de submarinos. De la cama al living en pantuflas. Amén.",NONE
Vieron? Enseñamos boludeces en vez de dejar jugar al Sim City y luego van y escriben pancartas así. Esto con Nintendo no pasaba...,N
"Chiveando con nuevo chiche: Chromebook. Nunca les tuve mucha fe pero este no es cualquiera, es el Asus Flip que corre apps de Android",NONE
Leí esta pancarta y tuve que hacerle CTRL-ALT-DEL a mi cerebro https://t.co/MTtkeZFPxd,N
Opa! ¿Adiós al tratamiento de conducto? ¡Gracias ciencia por todo lo que nos das! https://t.co/kojf8VJOyj,P
Una alegría https://t.co/AhrKsWyMma,P
"""Gracias pero no, gracias"" como respuesta a todos los mails",N
"RT @janarhertz: #UnidosPodemos no logra el “sorpasso” pero recibe tres millones de pedidos de muebles de Ikea, via @sorgin_uy https://t.co/…",NONE
"RT @FernandoPiquer: Mañana estaré charlando con Minh Le, uno de los creadores de Counter Strike, sobre videojuegos, eSports y diseño en #ga…",NONE
"RT @TelemundoUY: Para Unicef, el problema más grave en Uruguay es la inequidad en el acceso a la educación secundaria y terciaria: https://…",N
inseguridad 4. Lo que tiene que hacer el gobierno (que no va a cambiar nada) es sacudir la interna del Min del Interior o todo será peor.,N
"#inseguridad 3. Para cambiar en el combate contra la delincuencia se requiere un ""refresh"", por eso los chorros chochos. Ta bien Lacalle.",N
"#inseguridad 2. Si Bonomi no advierte que el mismo relato de siempre ante los mismos hechos nos ofenden a todos, no entiende lo obvio.",N
#iinseguridad-perra 1.Lo grave de este asunto es que acá ya nadie le cree a nadie y la gente empieza a convencerse que es la ley de la selva,N
Gran triunfo Celeste! Cavani jugó donde debía jugar. Arriba @SoyCelestee,P
"Me gusto mucho @Uruguay 🏃🏆🇺🇾 Gran partido de @ECavaniOfficial , @LuisSuarez9 , #arevalo, @ChicheCorujo . #HayEquipo @SoyCelestee 🔵⚪🔵⚪",P
"Un recuerdo del inicio de anotaciones del ""depredador de redes"" @LuisSuarez9 en primera división  https://t.co/rqKMCo1SyX",NONE
#España⚽️ Sorpresa en la #LigaSantander gana el recién ascendido Deportivo Alavés 2-1 sobre el #Barça. Entró @LuisSuarez9 enseguida del 2o,NONE
https://t.co/K6UviLDu5A hace 11 años arrancaba  @LuisSuarez9 enorme la bestia . gracias  por tantas alegrias y las que vendran,P
Como me gustaría verte en @Uruguay jugando al lado de @LuisSuarez9 y @ECavaniOfficial !!! https://t.co/SEhb91LHep,P
"RT @monocordio: Cayó tu asesino, Víctor, más de cuatro décadas después. Nunca lograron silenciarte. Tu música seguirá sonando. https://t.co…",P
Yo sé que hay final de fútbol y final de #GoT. Pero este texto sobre enseñar o no la letra cursiva está bueno. https://t.co/ySmeBfmje6,P
"""Mañana no me digan como terminó la copa América porque lo tengo grabado""
Es una pelotudez en fútbol, es una pelotudez en GoT",NEU
El que a hierro mata... https://t.co/IWwNWx4CGS,NONE
RT @luciabrocal: Mirá @Maxidelacruz la reliquia que trajo @frascafrasca al programa. https://t.co/xya1974dEF,NONE
"Recién, en la tele, hablando de entretenimiento infantil junto a Cacho, Horacio y Alejandro Camino https://t.co/PUhetXMKKO",NONE
RT @LICEOJUBILAR: ¡Este año inauguramos el taller musical para nuestros alumnos del Jubilar! https://t.co/C2jrugd2tq,NONE
No hay otra explicación: Rajoy es un whitewalker,NONE
"RT @CampeonEngomado: Entiendo lo de Chile y entiendo que estén contentos, pero el clásico nuestro es con Brasil o Uruguay. Lo de ustedes es…",NONE
"Salud a los amigos chilenos, abrazo a los argentinos",P
"Relator: ""Messi levanta el centro con la elegancia de quien tira un bolso por encima del muro de un monasterio""",NEU
RT @Cristonator: No me pronunciaré sobre las elecciones hasta ver qué opinan los tres youtubers más importantes de España.,NONE
Hay penales en Game of Thrones?,NONE
¿10 meses sin Game of Thrones? https://t.co/QsdjqRDGX4,NONE
Y si lo dice @LuisSuarez9 por algo es: dale apoya  https://t.co/BQ693Bh4AA,P
En el histórico triunfo del #Alavés en el Camp Nou @LuisSuarez9 llegó a 100 juegos! 88 goles 45 asistencias 👏🏼👏🏼🇺🇾 https://t.co/hXBDVOS0Ts,P
Ingresa @LuisSuarez9 por @paco_alcacer en @FCBarcelona_es mojara el depredador? apodado así por @RodrigoRomano76,NONE
"Messi a la cancha por Denis Suárez en @FCBarcelona_es en cualquier momento se viene el ""Pistolero"" @LuisSuarez9",NEU
"Hace 11 años se soltó la bestia.
Felicitaciones!!! @LuisSuarez9 
#OrgulloNacional https://t.co/9WjtlYmu4C",P
"Mi beba comenzó a gatear hacia atrás. No me decido si apodarla ""Inglaterra"" o ""España"".",NONE
"RT @eldiarioes: ÚLTIMA HORA | La participación, similar al 20D, según los datos provisionales https://t.co/RY1gkyIKeO #26J",NONE
SOMOS TERRAJAS https://t.co/5SxTXpF6bD,NONE
RT @gabriel_hgs: Una posible solución a uno de los cubos imposibles de Escher con Wolfram: https://t.co/XnQYScKd9n https://t.co/qptqwPBVSM,NONE
